company_name,canonical_name,country,industry,aliases
Sys Ventures Group,Sys Ventures,Romania,Gaming,Sys Ventures
Apex Software LLC,Apex Software,Mexico,InsurTech,Apex Software
Nordic Networks Pvt Ltd,Nordic Networks,Canada,Cybersecurity,Nordic Networks
Summit Platforms AB,Summit Platforms,Switzerland,AI/ML,Summit Platforms
Atlantic Analytics SA,Atlantic Analytics,Ireland,Logistics Tech,Atlantic Analytics
Super Platforms Pte Ltd,Super Platforms,Netherlands,Automotive Tech,Super Platforms
Node Innovations AB,Node Innovations,Japan,Blockchain,Node Innovations
Arc Solutions AB,Arc Solutions,Singapore,AI/ML,Arc Solutions
Sigma Software GmbH,Sigma Software,South Korea,Software,Sigma Software
Pinnacle Data LLC,Pinnacle Data,Singapore,InsurTech,Pinnacle Data
Info Solutions Corp,Info Solutions,Sweden,Blockchain,Info Solutions
Peak Works Pte Ltd,Peak Works,Sweden,Cloud Computing,Peak Works
Flux Academy Inc,Flux Academy,USA,Retail Tech,Flux Academy
Flow Consulting Pvt Ltd,Flow Consulting,Romania,ERP/CRM,Flow Consulting
Logic Data Co,Logic Data,Australia,Defense IT,Logic Data
Grid Works Co,Grid Works,Mexico,Logistics Tech,Grid Works
Bridge Research AB,Bridge Research,Japan,Data Analytics,Bridge Research
Grid Research Ltd,Grid Research,Switzerland,ERP/CRM,Grid Research
Nano Systems Inc,Nano Systems,Germany,InsurTech,Nano Systems
Elite Studio Corp,Elite Studio,Sweden,Data Analytics,Elite Studio
Spark Partners AG,Spark Partners,Japan,Aerospace,Spark Partners
Mega Logic Group,Mega Logic,Germany,Blockchain,Mega Logic
Cyber Research Co,Cyber Research,Israel,Defense IT,Cyber Research
Nova Software SA,Nova Software,India,Software,Nova Software
Global Studio Inc,Global Studio,Ireland,Automotive Tech,Global Studio
Allied Cloud SA,Allied Cloud,Mexico,Data Analytics,Allied Cloud
Core Studio GmbH,Core Studio,UK,Logistics Tech,Core Studio
Rapid Technologies Co,Rapid Technologies,Romania,Data Analytics,Rapid Technologies
Web Software AG,Web Software,France,Telecom,Web Software
Cloud Corp AG,Cloud Corp,South Korea,HR Tech,Cloud Corp
Nano Collective AG,Nano Collective,South Korea,IoT,Nano Collective
Craft Alliance AB,Craft Alliance,Poland,Healthcare IT,Craft Alliance
Link Ventures SA,Link Ventures,Ireland,Retail Tech,Link Ventures
Flux Analytics LLC,Flux Analytics,Japan,AgriTech,Flux Analytics
Atlantic Digital Pte Ltd,Atlantic Digital,Ireland,Software,Atlantic Digital
Dev Infrastructure Co,Dev Infrastructure,Sweden,EdTech,Dev Infrastructure
Digital Analytics AB,Digital Analytics,Israel,Cybersecurity,Digital Analytics
Prime Academy Group,Prime Academy,France,Telecom,Prime Academy
Dev Alliance Corp,Dev Alliance,Israel,Automotive Tech,Dev Alliance
Apex Innovations Pvt Ltd,Apex Innovations,Poland,Automotive Tech,Apex Innovations
Pacific Networks Group,Pacific Networks,Netherlands,Telecom,Pacific Networks
Logic Analytics Ltd,Logic Analytics,UK,HR Tech,Logic Analytics
Sigma Services Ltd,Sigma Services,Brazil,PropTech,Sigma Services
Vertex Networks Pte Ltd,Vertex Networks,UAE,Gaming,Vertex Networks
Elite Applications Co,Elite Applications,Brazil,HR Tech,Elite Applications
Peak Cloud LLC,Peak Cloud,USA,Blockchain,Peak Cloud
Nexus Engineering SA,Nexus Engineering,Switzerland,IT Services,Nexus Engineering
Summit Innovations Pte Ltd,Summit Innovations,Israel,HR Tech,Summit Innovations
Flow Research AB,Flow Research,Netherlands,Telecom,Flow Research
Alpha Alliance AG,Alpha Alliance,India,Aerospace,Alpha Alliance
Zenith Labs Co,Zenith Labs,Israel,AI/ML,Zenith Labs
Quantum Research Pvt Ltd,Quantum Research,France,Automotive Tech,Quantum Research
Sync Intelligence Inc,Sync Intelligence,Switzerland,Marketing Tech,Sync Intelligence
Web Ventures Group,Web Ventures,Brazil,ERP/CRM,Web Ventures
Wave Cloud GmbH,Wave Cloud,Switzerland,EdTech,Wave Cloud
Edge Ventures LLC,Edge Ventures,Mexico,AgriTech,Edge Ventures
Cyber Analytics Pvt Ltd,Cyber Analytics,Romania,AI/ML,Cyber Analytics
Aurora Collective AB,Aurora Collective,South Korea,IT Services,Aurora Collective
Delta Engineering Co,Delta Engineering,Japan,HR Tech,Delta Engineering
Atlantic Networks Inc,Atlantic Networks,Australia,InsurTech,Atlantic Networks
Micro Infrastructure AB,Micro Infrastructure,Netherlands,Software,Micro Infrastructure
Pro Cloud AG,Pro Cloud,Brazil,Media Tech,Pro Cloud
Smart Labs Inc,Smart Labs,Mexico,Retail Tech,Smart Labs
Alpha Academy Co,Alpha Academy,India,Logistics Tech,Alpha Academy
Link Logic Group,Link Logic,UK,InsurTech,Link Logic
Spark Infrastructure AG,Spark Infrastructure,Switzerland,Gaming,Spark Infrastructure
Pacific Cloud Group,Pacific Cloud,Poland,Cloud Computing,Pacific Cloud
Zen Solutions Inc,Zen Solutions,South Korea,Blockchain,Zen Solutions
Super Infrastructure AG,Super Infrastructure,UAE,Defense IT,Super Infrastructure
Super Engineering Ltd,Super Engineering,Switzerland,InsurTech,Super Engineering
Crest Intelligence AG,Crest Intelligence,Brazil,Telecom,Crest Intelligence
Core Dynamics LLC,Core Dynamics,India,Cybersecurity,Core Dynamics
Swift Collective AG,Swift Collective,India,IT Services,Swift Collective
Pinnacle Group Ltd,Pinnacle Group,Singapore,AI/ML,Pinnacle Group
Hyper Data SA,Hyper Data,Poland,Marketing Tech,Hyper Data
Zenith Dynamics Pte Ltd,Zenith Dynamics,Sweden,Gaming,Zenith Dynamics
Craft Software Ltd,Craft Software,South Korea,Government IT,Craft Software
Nova Systems Co,Nova Systems,Ireland,Cybersecurity,Nova Systems
Wave Analytics AB,Wave Analytics,Israel,Marketing Tech,Wave Analytics
Node Data Pvt Ltd,Node Data,UAE,Aerospace,Node Data
Bridge Solutions SA,Bridge Solutions,Brazil,Data Analytics,Bridge Solutions
Node Intelligence Co,Node Intelligence,France,Logistics Tech,Node Intelligence
Solar Analytics Group,Solar Analytics,Switzerland,Media Tech,Solar Analytics
Pinnacle Logic Pvt Ltd,Pinnacle Logic,Mexico,Media Tech,Pinnacle Logic
Super Networks SA,Super Networks,Ireland,Cloud Computing,Super Networks
Pixel Insights AB,Pixel Insights,Singapore,AI/ML,Pixel Insights
Smart Academy AB,Smart Academy,Mexico,LegalTech,Smart Academy
Node Solutions Corp,Node Solutions,Australia,Healthcare IT,Node Solutions
Zenith Insights AB,Zenith Insights,UAE,Gaming,Zenith Insights
Logic Systems GmbH,Logic Systems,UAE,InsurTech,Logic Systems
Peak Infrastructure SA,Peak Infrastructure,India,EdTech,Peak Infrastructure
Bolt Logic Co,Bolt Logic,Switzerland,InsurTech,Bolt Logic
Crest Research Corp,Crest Research,Canada,Automotive Tech,Crest Research
Grid Software AG,Grid Software,USA,Cybersecurity,Grid Software
Peak Interactive Ltd,Peak Interactive,France,E-Commerce,Peak Interactive
Flux Platforms Ltd,Flux Platforms,Canada,Healthcare IT,Flux Platforms
Core Partners Inc,Core Partners,Singapore,Automotive Tech,Core Partners
Hub Corp AG,Hub Corp,France,InsurTech,Hub Corp
Advanced Collective Inc,Advanced Collective,Israel,PropTech,Advanced Collective
Pro Technologies Inc,Pro Technologies,Canada,Logistics Tech,Pro Technologies
Global Solutions SA,Global Solutions,Canada,Logistics Tech,Global Solutions
Nano Intelligence AG,Nano Intelligence,Brazil,Media Tech,Nano Intelligence
Spark Dynamics AG,Spark Dynamics,Australia,Telecom,Spark Dynamics
Pro Digital GmbH,Pro Digital,Brazil,IT Services,Pro Digital
United Data Inc,United Data,Mexico,IT Services,United Data
Wave Dynamics AG,Wave Dynamics,Canada,InsurTech,Wave Dynamics
Hyper Collective Pte Ltd,Hyper Collective,South Korea,Defense IT,Hyper Collective
Prime Solutions AB,Prime Solutions,Singapore,PropTech,Prime Solutions
United Applications Co,United Applications,South Korea,Government IT,United Applications
Allied Systems Co,Allied Systems,South Korea,HR Tech,Allied Systems
Vector Group Co,Vector Group,Switzerland,Marketing Tech,Vector Group
Pro Logic Pte Ltd,Pro Logic,Ireland,HR Tech,Pro Logic
Prime Corp Ltd,Prime Corp,Israel,Aerospace,Prime Corp
Dev Studio Pvt Ltd,Dev Studio,UK,Aerospace,Dev Studio
Peak Labs Pvt Ltd,Peak Labs,Sweden,Cybersecurity,Peak Labs
Info Intelligence Inc,Info Intelligence,Mexico,Blockchain,Info Intelligence
Craft Corp AB,Craft Corp,Singapore,AgriTech,Craft Corp
Delta Infrastructure Ltd,Delta Infrastructure,Japan,Software,Delta Infrastructure
Bridge Ventures GmbH,Bridge Ventures,Mexico,Government IT,Bridge Ventures
Nano Works Corp,Nano Works,France,HR Tech,Nano Works
Swift Intelligence Co,Swift Intelligence,Israel,EdTech,Swift Intelligence
Logic Consulting LLC,Logic Consulting,Australia,Blockchain,Logic Consulting
Rapid Studio LLC,Rapid Studio,USA,AgriTech,Rapid Studio
Pinnacle Technologies Corp,Pinnacle Technologies,Japan,IoT,Pinnacle Technologies
Soft Applications AB,Soft Applications,France,EdTech,Soft Applications
Pixel Systems Co,Pixel Systems,Romania,Marketing Tech,Pixel Systems
Prime Dynamics Pvt Ltd,Prime Dynamics,Brazil,AI/ML,Prime Dynamics
Wave Ventures Pvt Ltd,Wave Ventures,UAE,Logistics Tech,Wave Ventures
Rapid Infrastructure AG,Rapid Infrastructure,Japan,Gaming,Rapid Infrastructure
Sync Digital SA,Sync Digital,Romania,Government IT,Sync Digital
Delta Technologies Co,Delta Technologies,Germany,ERP/CRM,Delta Technologies
Atlantic Applications AG,Atlantic Applications,Brazil,IT Services,Atlantic Applications
Apex Solutions Ltd,Apex Solutions,Romania,ERP/CRM,Apex Solutions
Zen Engineering Pte Ltd,Zen Engineering,USA,Healthcare IT,Zen Engineering
Sigma Digital Ltd,Sigma Digital,France,Marketing Tech,Sigma Digital
Grid Academy LLC,Grid Academy,Poland,FinTech,Grid Academy
Node Innovations GmbH,Node Innovations,UK,Defense IT,Node Innovations
Node Technologies Group,Node Technologies,Japan,Healthcare IT,Node Technologies
United Logic AB,United Logic,UAE,Automotive Tech,United Logic
Aurora Digital Pvt Ltd,Aurora Digital,USA,Automotive Tech,Aurora Digital
Nexus Group AB,Nexus Group,Canada,Defense IT,Nexus Group
Super Services Pte Ltd,Super Services,South Korea,IT Services,Super Services
Nova Analytics AB,Nova Analytics,UAE,FinTech,Nova Analytics
Ultra Ventures AB,Ultra Ventures,South Korea,Telecom,Ultra Ventures
Nordic Technologies AB,Nordic Technologies,Sweden,Software,Nordic Technologies
Omega Dynamics Pvt Ltd,Omega Dynamics,UK,PropTech,Omega Dynamics
Aurora Insights Pte Ltd,Aurora Insights,Poland,Gaming,Aurora Insights
Bridge Networks AG,Bridge Networks,Ireland,AI/ML,Bridge Networks
Elite Consulting GmbH,Elite Consulting,Canada,Logistics Tech,Elite Consulting
Alpha Logic Inc,Alpha Logic,Brazil,Aerospace,Alpha Logic
Node Digital GmbH,Node Digital,Japan,PropTech,Node Digital
Global Services LLC,Global Services,Germany,Automotive Tech,Global Services
Vector Innovations SA,Vector Innovations,UK,Automotive Tech,Vector Innovations
Swift Logic Corp,Swift Logic,India,Telecom,Swift Logic
Aurora Cloud Inc,Aurora Cloud,UAE,Marketing Tech,Aurora Cloud
Allied Solutions AB,Allied Solutions,Brazil,Government IT,Allied Solutions
Allied Infrastructure Pte Ltd,Allied Infrastructure,India,Data Analytics,Allied Infrastructure
Grid Solutions Group,Grid Solutions,Australia,FinTech,Grid Solutions
Elite Networks Inc,Elite Networks,Singapore,Marketing Tech,Elite Networks
Pixel Systems Pte Ltd,Pixel Systems,Germany,EdTech,Pixel Systems
Net Analytics AG,Net Analytics,Poland,HR Tech,Net Analytics
Nexus Works Co,Nexus Works,UAE,Blockchain,Nexus Works
Delta Digital AG,Delta Digital,Mexico,PropTech,Delta Digital
Allied Works Inc,Allied Works,Poland,Blockchain,Allied Works
Craft Systems AB,Craft Systems,Japan,Blockchain,Craft Systems
Orion Technologies GmbH,Orion Technologies,Canada,Retail Tech,Orion Technologies
Bolt Works Group,Bolt Works,Brazil,InsurTech,Bolt Works
Smart Intelligence AB,Smart Intelligence,India,PropTech,Smart Intelligence
Info Networks AB,Info Networks,Sweden,FinTech,Info Networks
Soft Networks SA,Soft Networks,Mexico,Media Tech,Soft Networks
Vertex Partners AB,Vertex Partners,South Korea,LegalTech,Vertex Partners
Wave Research Ltd,Wave Research,Japan,IoT,Wave Research
Ultra Partners Pvt Ltd,Ultra Partners,Brazil,HR Tech,Ultra Partners
Bridge Software AB,Bridge Software,South Korea,Cloud Computing,Bridge Software
Delta Analytics GmbH,Delta Analytics,France,PropTech,Delta Analytics
Link Corp AB,Link Corp,USA,E-Commerce,Link Corp
Bridge Cloud AB,Bridge Cloud,Ireland,EdTech,Bridge Cloud
Digital Data GmbH,Digital Data,Brazil,E-Commerce,Digital Data
Pinnacle Infrastructure GmbH,Pinnacle Infrastructure,USA,HR Tech,Pinnacle Infrastructure
Ultra Group AB,Ultra Group,Israel,E-Commerce,Ultra Group
Tech Infrastructure Pte Ltd,Tech Infrastructure,Mexico,Government IT,Tech Infrastructure
Sync Collective SA,Sync Collective,India,Healthcare IT,Sync Collective
Aurora Alliance SA,Aurora Alliance,France,Software,Aurora Alliance
Cyber Digital Group,Cyber Digital,Switzerland,E-Commerce,Cyber Digital
Super Software AG,Super Software,Canada,ERP/CRM,Super Software
Quantum Interactive AG,Quantum Interactive,Brazil,Blockchain,Quantum Interactive
Alpha Systems Pte Ltd,Alpha Systems,Japan,Logistics Tech,Alpha Systems
Arc Consulting LLC,Arc Consulting,South Korea,IoT,Arc Consulting
Prime Interactive Ltd,Prime Interactive,USA,Government IT,Prime Interactive
Edge Logic Group,Edge Logic,Singapore,HR Tech,Edge Logic
Global Engineering AG,Global Engineering,Germany,AgriTech,Global Engineering
Tech Insights GmbH,Tech Insights,USA,ERP/CRM,Tech Insights
Swift Partners SA,Swift Partners,Canada,Cybersecurity,Swift Partners
Quantum Cloud AG,Quantum Cloud,Germany,IT Services,Quantum Cloud
Smart Analytics Co,Smart Analytics,UK,AI/ML,Smart Analytics
Sigma Alliance Pte Ltd,Sigma Alliance,Netherlands,AI/ML,Sigma Alliance
Hyper Academy Pvt Ltd,Hyper Academy,Romania,HR Tech,Hyper Academy
Pinnacle Networks AG,Pinnacle Networks,France,Software,Pinnacle Networks
Quantum Analytics LLC,Quantum Analytics,UAE,AgriTech,Quantum Analytics
Solar Logic LLC,Solar Logic,Singapore,PropTech,Solar Logic
Summit Software Pte Ltd,Summit Software,Germany,Government IT,Summit Software
Nexus Technologies SA,Nexus Technologies,Romania,EdTech,Nexus Technologies
Quantum Group Ltd,Quantum Group,UAE,Gaming,Quantum Group
Spark Research Corp,Spark Research,Japan,Gaming,Spark Research
Orion Collective Pvt Ltd,Orion Collective,France,HR Tech,Orion Collective
Hub Cloud GmbH,Hub Cloud,Singapore,HR Tech,Hub Cloud
Dev Networks Corp,Dev Networks,Switzerland,Blockchain,Dev Networks
Quantum Corp Co,Quantum Corp,France,Logistics Tech,Quantum Corp
Mega Cloud SA,Mega Cloud,Japan,Cloud Computing,Mega Cloud
Byte Data LLC,Byte Data,Ireland,AgriTech,Byte Data
Mega Solutions Group,Mega Solutions,India,Cybersecurity,Mega Solutions
Data Interactive Group,Data Interactive,Netherlands,Automotive Tech,Data Interactive
Peak Consulting Pte Ltd,Peak Consulting,Switzerland,Telecom,Peak Consulting
Apex Works Pvt Ltd,Apex Works,Brazil,PropTech,Apex Works
Vector Platforms GmbH,Vector Platforms,India,Automotive Tech,Vector Platforms
Atlantic Alliance Co,Atlantic Alliance,Japan,Retail Tech,Atlantic Alliance
Orion Studio LLC,Orion Studio,Canada,Software,Orion Studio
Pro Platforms Pte Ltd,Pro Platforms,South Korea,Defense IT,Pro Platforms
Ultra Analytics Group,Ultra Analytics,Canada,EdTech,Ultra Analytics
Code Software Co,Code Software,Sweden,Cybersecurity,Code Software
Net Partners Group,Net Partners,Canada,Aerospace,Net Partners
Link Group Group,Link Group,Ireland,Data Analytics,Link Group
Tech Dynamics Corp,Tech Dynamics,UK,Defense IT,Tech Dynamics
Zen Analytics LLC,Zen Analytics,South Korea,Cybersecurity,Zen Analytics
Nano Research AB,Nano Research,Ireland,IT Services,Nano Research
Global Solutions Inc,Global Solutions,Singapore,Marketing Tech,Global Solutions
Aurora Insights AG,Aurora Insights,Poland,Retail Tech,Aurora Insights
Grid Applications SA,Grid Applications,UK,Logistics Tech,Grid Applications
Omega Cloud LLC,Omega Cloud,South Korea,Aerospace,Omega Cloud
Quantum Alliance AB,Quantum Alliance,Sweden,Cloud Computing,Quantum Alliance
Bolt Research Corp,Bolt Research,Israel,E-Commerce,Bolt Research
Nova Partners AB,Nova Partners,India,Cloud Computing,Nova Partners
Pro Data Ltd,Pro Data,Australia,Telecom,Pro Data
Pacific Group AG,Pacific Group,Israel,Cloud Computing,Pacific Group
Forge Academy Co,Forge Academy,Ireland,PropTech,Forge Academy
Smart Infrastructure GmbH,Smart Infrastructure,UAE,IoT,Smart Infrastructure
Grid Infrastructure Inc,Grid Infrastructure,USA,Media Tech,Grid Infrastructure
Arc Platforms AG,Arc Platforms,Canada,Telecom,Arc Platforms
Quantum Data Ltd,Quantum Data,Poland,E-Commerce,Quantum Data
Pacific Dynamics Pte Ltd,Pacific Dynamics,UAE,IoT,Pacific Dynamics
Pro Dynamics Corp,Pro Dynamics,USA,Data Analytics,Pro Dynamics
Edge Research AB,Edge Research,Australia,Media Tech,Edge Research
Alpha Infrastructure GmbH,Alpha Infrastructure,Brazil,Software,Alpha Infrastructure
Tech Intelligence Corp,Tech Intelligence,Germany,Telecom,Tech Intelligence
Hyper Works SA,Hyper Works,Sweden,Cloud Computing,Hyper Works
Core Ventures AB,Core Ventures,Poland,FinTech,Core Ventures
Premier Group GmbH,Premier Group,South Korea,Healthcare IT,Premier Group
Quantum Works Ltd,Quantum Works,Germany,IT Services,Quantum Works
Global Collective AG,Global Collective,USA,Data Analytics,Global Collective
Smart Platforms Co,Smart Platforms,Israel,Healthcare IT,Smart Platforms
Hub Insights AG,Hub Insights,Poland,Marketing Tech,Hub Insights
Node Works Ltd,Node Works,UK,Defense IT,Node Works
Cloud Alliance AB,Cloud Alliance,Singapore,Healthcare IT,Cloud Alliance
Pixel Alliance Pvt Ltd,Pixel Alliance,Switzerland,Gaming,Pixel Alliance
Super Group LLC,Super Group,Switzerland,AI/ML,Super Group
Advanced Intelligence Corp,Advanced Intelligence,Poland,IT Services,Advanced Intelligence
Nova Cloud Corp,Nova Cloud,Singapore,Defense IT,Nova Cloud
Nexus Alliance GmbH,Nexus Alliance,Germany,Gaming,Nexus Alliance
Smart Analytics Group,Smart Analytics,France,AgriTech,Smart Analytics
Hyper Applications Co,Hyper Applications,Switzerland,Defense IT,Hyper Applications
Vertex Group SA,Vertex Group,Mexico,Aerospace,Vertex Group
Sigma Platforms Pvt Ltd,Sigma Platforms,Mexico,Aerospace,Sigma Platforms
Link Academy SA,Link Academy,Netherlands,EdTech,Link Academy
Arc Consulting Inc,Arc Consulting,Romania,Media Tech,Arc Consulting
Ultra Academy Ltd,Ultra Academy,UAE,Data Analytics,Ultra Academy
Smart Consulting Inc,Smart Consulting,South Korea,AgriTech,Smart Consulting
Bridge Studio Ltd,Bridge Studio,Sweden,Gaming,Bridge Studio
Wave Engineering Ltd,Wave Engineering,Switzerland,LegalTech,Wave Engineering
Zenith Interactive GmbH,Zenith Interactive,Israel,Automotive Tech,Zenith Interactive
Crest Applications LLC,Crest Applications,India,HR Tech,Crest Applications
Peak Interactive SA,Peak Interactive,Mexico,PropTech,Peak Interactive
Hyper Intelligence Pte Ltd,Hyper Intelligence,Brazil,PropTech,Hyper Intelligence
Code Dynamics AG,Code Dynamics,Singapore,IoT,Code Dynamics
Forge Alliance SA,Forge Alliance,UAE,Marketing Tech,Forge Alliance
Hub Infrastructure Co,Hub Infrastructure,Japan,AgriTech,Hub Infrastructure
Info Studio AG,Info Studio,UK,Gaming,Info Studio
Grid Labs Co,Grid Labs,Ireland,AI/ML,Grid Labs
Sys Technologies AG,Sys Technologies,Canada,AI/ML,Sys Technologies
Nano Systems Pte Ltd,Nano Systems,Sweden,Media Tech,Nano Systems
Hub Ventures Pte Ltd,Hub Ventures,India,HR Tech,Hub Ventures
Zen Systems Group,Zen Systems,Netherlands,Automotive Tech,Zen Systems
Pro Engineering AG,Pro Engineering,Poland,Gaming,Pro Engineering
Cloud Applications AB,Cloud Applications,Brazil,Data Analytics,Cloud Applications
Peak Technologies AG,Peak Technologies,Sweden,Marketing Tech,Peak Technologies
Sigma Collective Corp,Sigma Collective,Ireland,Cloud Computing,Sigma Collective
Prime Ventures LLC,Prime Ventures,South Korea,IT Services,Prime Ventures
Bridge Dynamics Ltd,Bridge Dynamics,Sweden,Blockchain,Bridge Dynamics
Solar Applications Group,Solar Applications,Israel,Cybersecurity,Solar Applications
Crest Studio SA,Crest Studio,Romania,InsurTech,Crest Studio
Net Research Co,Net Research,Brazil,IoT,Net Research
Vector Technologies Corp,Vector Technologies,Singapore,IoT,Vector Technologies
Nordic Alliance Corp,Nordic Alliance,Romania,Defense IT,Nordic Alliance
Flux Works LLC,Flux Works,Japan,Defense IT,Flux Works
Nova Research Inc,Nova Research,Switzerland,Marketing Tech,Nova Research
Crest Data SA,Crest Data,Mexico,ERP/CRM,Crest Data
Premier Infrastructure Co,Premier Infrastructure,Israel,AI/ML,Premier Infrastructure
Spark Collective AB,Spark Collective,Switzerland,Cloud Computing,Spark Collective
Summit Engineering Corp,Summit Engineering,USA,InsurTech,Summit Engineering
Arc Insights Co,Arc Insights,Switzerland,AgriTech,Arc Insights
Flux Innovations Pvt Ltd,Flux Innovations,UK,Government IT,Flux Innovations
Pinnacle Data Ltd,Pinnacle Data,Mexico,Telecom,Pinnacle Data
Premier Cloud Corp,Premier Cloud,Switzerland,LegalTech,Premier Cloud
Data Insights AB,Data Insights,Romania,AgriTech,Data Insights
Dev Analytics AG,Dev Analytics,Singapore,Cybersecurity,Dev Analytics
Aurora Applications Pte Ltd,Aurora Applications,Ireland,IT Services,Aurora Applications
Logic Systems Pvt Ltd,Logic Systems,Romania,FinTech,Logic Systems
Delta Infrastructure SA,Delta Infrastructure,South Korea,Healthcare IT,Delta Infrastructure
Sigma Research Co,Sigma Research,India,PropTech,Sigma Research
Alpha Academy Pte Ltd,Alpha Academy,Singapore,HR Tech,Alpha Academy
Crest Group Pvt Ltd,Crest Group,Israel,Logistics Tech,Crest Group
Tech Engineering Inc,Tech Engineering,Netherlands,AI/ML,Tech Engineering
Summit Intelligence Pvt Ltd,Summit Intelligence,Singapore,InsurTech,Summit Intelligence
Logic Partners AG,Logic Partners,USA,IoT,Logic Partners
Code Works AB,Code Works,Canada,PropTech,Code Works
Mega Innovations AB,Mega Innovations,USA,Cloud Computing,Mega Innovations
Pacific Studio Pte Ltd,Pacific Studio,Israel,Cybersecurity,Pacific Studio
Bridge Works Corp,Bridge Works,UK,InsurTech,Bridge Works
Aurora Corp AG,Aurora Corp,Mexico,AgriTech,Aurora Corp
Tech Works Co,Tech Works,India,Automotive Tech,Tech Works
Sys Dynamics Inc,Sys Dynamics,Singapore,Telecom,Sys Dynamics
Alpha Academy SA,Alpha Academy,South Korea,InsurTech,Alpha Academy
Apex Interactive Ltd,Apex Interactive,UAE,Defense IT,Apex Interactive
Omega Data AG,Omega Data,South Korea,Telecom,Omega Data
Craft Platforms Corp,Craft Platforms,Netherlands,IT Services,Craft Platforms
Info Systems Corp,Info Systems,USA,LegalTech,Info Systems
Pacific Intelligence Co,Pacific Intelligence,India,Marketing Tech,Pacific Intelligence
Mega Academy Corp,Mega Academy,Australia,IT Services,Mega Academy
Pacific Networks SA,Pacific Networks,Mexico,Gaming,Pacific Networks
Crest Cloud AG,Crest Cloud,India,HR Tech,Crest Cloud
Bridge Cloud Inc,Bridge Cloud,France,AgriTech,Bridge Cloud
Hub Group Pte Ltd,Hub Group,France,Retail Tech,Hub Group
Arc Dynamics Pte Ltd,Arc Dynamics,South Korea,LegalTech,Arc Dynamics
Nova Studio Corp,Nova Studio,Romania,Marketing Tech,Nova Studio
Peak Networks Co,Peak Networks,Japan,Government IT,Peak Networks
Byte Labs Pte Ltd,Byte Labs,Germany,Gaming,Byte Labs
Digital Services Pvt Ltd,Digital Services,Canada,IoT,Digital Services
Ultra Cloud GmbH,Ultra Cloud,Sweden,IoT,Ultra Cloud
Atlantic Intelligence LLC,Atlantic Intelligence,Israel,ERP/CRM,Atlantic Intelligence
Mega Insights Group,Mega Insights,Ireland,Media Tech,Mega Insights
Delta Labs Inc,Delta Labs,Israel,Healthcare IT,Delta Labs
Pixel Interactive Co,Pixel Interactive,Sweden,Logistics Tech,Pixel Interactive
Orion Academy GmbH,Orion Academy,Germany,Media Tech,Orion Academy
Core Systems AG,Core Systems,France,AgriTech,Core Systems
Web Data AG,Web Data,Japan,Logistics Tech,Web Data
Sigma Cloud SA,Sigma Cloud,Sweden,Data Analytics,Sigma Cloud
Sync Partners Inc,Sync Partners,Netherlands,ERP/CRM,Sync Partners
Sigma Studio GmbH,Sigma Studio,Mexico,Gaming,Sigma Studio
Hub Intelligence AB,Hub Intelligence,Singapore,Gaming,Hub Intelligence
Logic Digital Inc,Logic Digital,Israel,HR Tech,Logic Digital
Logic Group Pvt Ltd,Logic Group,Ireland,Government IT,Logic Group
Aurora Alliance Co,Aurora Alliance,South Korea,Aerospace,Aurora Alliance
Mega Insights Co,Mega Insights,Germany,E-Commerce,Mega Insights
Pro Studio Ltd,Pro Studio,France,Logistics Tech,Pro Studio
Alpha Solutions Pvt Ltd,Alpha Solutions,India,Retail Tech,Alpha Solutions
Web Interactive Group,Web Interactive,Mexico,Data Analytics,Web Interactive
Soft Applications Pvt Ltd,Soft Applications,Sweden,Logistics Tech,Soft Applications
Allied Research GmbH,Allied Research,Canada,Cloud Computing,Allied Research
Core Applications SA,Core Applications,Switzerland,Healthcare IT,Core Applications
Quantum Interactive Group,Quantum Interactive,Romania,Cybersecurity,Quantum Interactive
Core Solutions Ltd,Core Solutions,Ireland,InsurTech,Core Solutions
Arc Works AB,Arc Works,USA,EdTech,Arc Works
Dev Data Ltd,Dev Data,Canada,PropTech,Dev Data
Solar Collective GmbH,Solar Collective,South Korea,Cloud Computing,Solar Collective
Elite Partners Group,Elite Partners,Germany,Retail Tech,Elite Partners
Omega Innovations Group,Omega Innovations,France,Gaming,Omega Innovations
Core Labs Co,Core Labs,South Korea,Gaming,Core Labs
Core Insights GmbH,Core Insights,Australia,Healthcare IT,Core Insights
Pixel Dynamics Corp,Pixel Dynamics,South Korea,Marketing Tech,Pixel Dynamics
Grid Systems Co,Grid Systems,Romania,FinTech,Grid Systems
Sigma Applications AG,Sigma Applications,India,Data Analytics,Sigma Applications
Cyber Software SA,Cyber Software,Romania,LegalTech,Cyber Software
Swift Logic GmbH,Swift Logic,Poland,EdTech,Swift Logic
Delta Labs LLC,Delta Labs,UAE,Software,Delta Labs
Peak Intelligence SA,Peak Intelligence,USA,FinTech,Peak Intelligence
Alpha Insights Group,Alpha Insights,Poland,Cloud Computing,Alpha Insights
Digital Software LLC,Digital Software,South Korea,Blockchain,Digital Software
Web Innovations Inc,Web Innovations,Mexico,Retail Tech,Web Innovations
Ultra Labs AG,Ultra Labs,Singapore,Aerospace,Ultra Labs
Vector Labs Pvt Ltd,Vector Labs,Romania,Software,Vector Labs
Mega Systems SA,Mega Systems,Netherlands,Automotive Tech,Mega Systems
Arc Services SA,Arc Services,UK,Automotive Tech,Arc Services
